iter	RMSE
492	0.2502196242
493	0.2501485986
494	0.2500777217
495	0.2499208131
496	0.2498750865
497	0.2497705929
498	0.2496848312
499	0.2496343202
500	0.2495021559
501	0.2493712126
502	0.2492437911
503	0.2491059858
504	0.2490088073
505	0.2489592699
506	0.2488879977
507	0.24871465
508	0.2486370088
509	0.2485870194
510	0.248529389
511	0.2483982717
512	0.2483466571
513	0.248312981
514	0.2481734258
515	0.2480623734
516	0.2479177177
517	0.2478545277
518	0.247777328
519	0.2476784447
520	0.2476187291
521	0.2474909626
522	0.247364094
523	0.2472111972
524	0.2471506947
525	0.2470569138
526	0.2469565288
527	0.2468910618
528	0.2467794086
529	0.2467077931
530	0.2466056262
531	0.2465432195
532	0.2464184288
533	0.2462827631
534	0.2462189767
535	0.2460873081
536	0.2459939971
537	0.2459052978
538	0.2458519763
539	0.2457829729
540	0.2456241312
541	0.2454822644
542	0.2453591918
543	0.245280527
544	0.2452137139
545	0.2450858986
546	0.2449829477
547	0.2449216779
548	0.244866427
549	0.2448239636
550	0.2447349
551	0.2446808646
552	0.2445811404
553	0.2445139524
554	0.2444248102
555	0.2443590636
556	0.2442823175
557	0.2441997071
558	0.2441520875
559	0.2440663985
560	0.2439465584
561	0.2438513695
562	0.2437694499
563	0.2437220118
564	0.2436391185
565	0.2434961978
566	0.2433986261
567	0.2432963357
568	0.2431989361
569	0.2430956323
570	0.2430292335
571	0.2429227273
572	0.2428386164
573	0.2427479809
574	0.2426752438
575	0.2425931517
576	0.2424906146
577	0.2424168224
578	0.242216763
579	0.2421510638
580	0.2420827833
581	0.2420209036
582	0.2419577926
583	0.2418919278
584	0.2417862133
585	0.2417142768
586	0.241588147
587	0.2414886881
588	0.2414320533
589	0.241346038
590	0.2412841643
591	0.24122396
592	0.2410954948
593	0.2410582484
594	0.2410122443
595	0.2409687599
596	0.240864705
597	0.2407704379
598	0.2406656091
599	0.2405849455
600	0.240481133
601	0.2404168747
602	0.2403619623
603	0.2402761339
604	0.2401795334
605	0.2400910351
606	0.2399574707
607	0.239900773
608	0.2398475433
609	0.2397641048
610	0.2397105022
611	0.2395876841
612	0.2395357916
613	0.2394433309
614	0.2393241987
615	0.2392857431
616	0.2391982038
617	0.2390863814
618	0.2390373624
619	0.2389998375
620	0.238904185
621	0.2387926976
622	0.2387151999
623	0.2386292097
624	0.2384512693
625	0.2383608025
626	0.2382612359
627	0.2382230259
628	0.2381440356
629	0.23807382
630	0.2380074427
631	0.2379170437
632	0.2377864619
633	0.2376115986
634	0.2374865584
635	0.2373799937
636	0.2372820592
637	0.2371975599
638	0.2371025815
639	0.2370552099
640	0.2369926526
641	0.236922117
642	0.2368596717
643	0.23679137
644	0.2366691484
645	0.2366083872
646	0.2365530681
647	0.2364920629
648	0.2363871706
649	0.2362675837
650	0.2361939596
651	0.2360898608
652	0.235994791
653	0.2359625805
654	0.2358709968
655	0.2357983859
656	0.2357199945
657	0.2356093101
658	0.2354018774
659	0.2353514209
660	0.2353107828
661	0.2352554137
662	0.2351807081
663	0.2351048125
664	0.2350718879
665	0.2350034799
666	0.234906266
667	0.2348078691
668	0.234708423
669	0.2346367895
670	0.2345608933
671	0.2344440629
672	0.2343581961
673	0.2342172118
674	0.2341273136
675	0.2340597487
676	0.2339823377
677	0.2339022596
678	0.2338555576
679	0.2337564447
680	0.2335996754
681	0.2334922564
682	0.233392391
683	0.2332545313
684	0.2332243188
685	0.2331905679
686	0.2331045691
687	0.233018539
688	0.2329633927
689	0.2329006002
690	0.2328306887
691	0.2327250906
692	0.232597541
693	0.2325237487
694	0.2324770229
695	0.2324056755
696	0.2323533436
697	0.2322426956
698	0.2321970314
699	0.2321120656
700	0.2320204987
701	0.2319767632
702	0.2319119996
703	0.231790148
704	0.2316839744
705	0.2316313929
706	0.2315270316
707	0.2314633565
708	0.2313340639
709	0.2312697538
710	0.2311672249
711	0.2311025486
712	0.2310012931
713	0.2309093857
714	0.2308403534
715	0.2307758989
716	0.2306920185
717	0.2306517565
718	0.2305919744
719	0.2304955505
720	0.2304559422
721	0.2304145299
722	0.2303681136
723	0.2302548115
724	0.2301438475
725	0.2301271387
726	0.23002118
727	0.2299818718
728	0.2298774121
729	0.2298321355
730	0.2297318014
731	0.229685525
732	0.2296467321
733	0.2295350332
734	0.2294544175
735	0.2293971015
736	0.2293489664
737	0.2292273456
738	0.2291546134
739	0.2290792759
740	0.2289348052
741	0.2288494586
742	0.228801542
743	0.2287585986
744	0.2286254307
745	0.2285790398
746	0.2285240349
747	0.2284283202
748	0.2283667728
749	0.2283082665
750	0.2282207025
751	0.2281442975
752	0.2280590434
753	0.227987298
754	0.2279274965
755	0.2278368246
756	0.2278037898
757	0.2277282854
758	0.2276751202
759	0.2276192012
760	0.2275779245
761	0.2275144517
762	0.2274105752
763	0.2273138405
764	0.2272117731
765	0.2271103364
766	0.2270458806
767	0.226980481
768	0.226925401
769	0.2267956192
770	0.2267703039
771	0.2266913887
772	0.2266022613
773	0.2265180239
774	0.2264544935
775	0.2263919171
776	0.2263477211
777	0.226328429
778	0.2262745373
779	0.2261699744
780	0.2261212499
781	0.2260317203
782	0.2259278862
783	0.225836985
784	0.2257829422
785	0.2257389639
786	0.2256608099
787	0.2255785303
788	0.225466853
789	0.2254185271
790	0.2253531884
791	0.225303856
792	0.2251662061
793	0.2251010848
794	0.2250572042
795	0.2250376472
796	0.224988524
797	0.2249319499
798	0.2249047131
799	0.2248749695
800	0.2248237309
801	0.224750382
802	0.2246744033
803	0.224649303
804	0.2245509396
805	0.2244760862
806	0.2244189888
807	0.2243681069
808	0.2242999361
809	0.2242581026
810	0.224142463
811	0.2240365042
812	0.2239527298
813	0.2238568982
814	0.2237617546
815	0.2236607045
816	0.2235747099
817	0.2235047735
818	0.2234856092
819	0.2234035554
820	0.2233311809
821	0.2232281196
822	0.2231706116
823	0.2230697616
824	0.2229771752
825	0.2228926703
826	0.2228184624
827	0.2227639428
828	0.2227253928
829	0.22268559
830	0.2226359312
831	0.2226042938
832	0.2225440983
833	0.2224841084
834	0.2224055516
835	0.2222975082
836	0.2222356622
837	0.2222025631
838	0.222119117
839	0.2220040526
840	0.2219581298
841	0.2218846408
842	0.2218322393
843	0.2217607036
844	0.2216692239
845	0.2215853387
846	0.2215496374
847	0.2214191091
848	0.2213621869
849	0.221269388
850	0.221232209
851	0.2211433598
852	0.2210965684
853	0.2210456643
854	0.2209783234
855	0.2209560824
856	0.2208706989
857	0.220819022
858	0.2207664495
859	0.2206954827
860	0.2205916093
861	0.2205655646
862	0.2205327366
863	0.2204728914
864	0.2204288982
865	0.2203775426
866	0.2203024472
867	0.2201862866
868	0.2201176509
869	0.2200477794
870	0.2199829845
871	0.2199114328
872	0.2198545368
873	0.2197564082
874	0.2196969031
875	0.2196388985
876	0.219601072
877	0.2195640464
878	0.2195311327
879	0.219453222
880	0.219354409
881	0.2192853372
882	0.2192158531
883	0.219132467
884	0.2190968133
885	0.2189951616
886	0.2189075115
887	0.2188353784
888	0.2187587006
889	0.2186797806
890	0.2186282976
891	0.2185503999
892	0.2184847745
893	0.2183521308
894	0.2182959554
895	0.218238622
896	0.2181783838
897	0.2181352645
898	0.2180865869
899	0.218020553
900	0.2179584542
901	0.2179129117
902	0.2178493799
903	0.2178115563
904	0.2177467338
905	0.2176595815
906	0.2175992067
907	0.2175285861
908	0.2174235052
909	0.2173893516
910	0.2172954425
911	0.217261432
912	0.2171975985
913	0.2171677571
914	0.2171101284
915	0.2170750471
916	0.217014081
917	0.2169644224
918	0.2169347698
919	0.216846278
920	0.2168335978
921	0.2167717272
922	0.2166769461
923	0.2166169164
924	0.2165292944
925	0.2164695384
926	0.2163696011
927	0.2162803671
928	0.2162167103
929	0.2161048456
930	0.2160706583
931	0.2160535755
932	0.2159907321
933	0.2159299376
934	0.2158816621
935	0.2158399924
936	0.2157838535
937	0.2156949327
938	0.2156099257
939	0.215575857
940	0.2154827392
941	0.2154508337
942	0.2154121568
943	0.2153595224
944	0.2152814949
945	0.2152308723
946	0.2151720637
947	0.2151043758
948	0.2150828779
949	0.215012604
950	0.2149045292
951	0.2148149606
952	0.2147609086
953	0.2146850652
954	0.2146444966
955	0.2145875482
956	0.2145473421
957	0.2144661244
958	0.2143842774
959	0.2143072548
960	0.214261148
961	0.2141728493
962	0.2141289252
963	0.2140991958
964	0.214066725
965	0.2140399942
966	0.2140030809
967	0.2139763296
968	0.2139372299
969	0.2138662983
970	0.2138251971
971	0.2137467336
972	0.213715229
973	0.213663559
974	0.2136144319
975	0.2135595779
976	0.2135327694
977	0.2134961973
978	0.2134653003
979	0.2134027128
980	0.2133600082
981	0.2133426398
982	0.2132687328
983	0.2131922083
984	0.213178933
985	0.2131180428
986	0.2130892524
987	0.2130586154
988	0.2130238049
989	0.2130052908
990	0.2129935844
991	0.2129543019
992	0.2129172935
993	0.2129023248
994	0.2128487475
995	0.2127864321
996	0.2127287086
997	0.2126460564
998	0.21255015
999	0.2125073385
